Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);;;;;;;;;;;;;;;
1824;2;1824/01/10;165;213;BELLES-LETTRES;Théâtre;Français;"La Neige, ou l'Eginard de campagne, tableau villageois en un acte ; représenté sur le théâtre des Variétés, le 26 décembre 1823";"Mélesville;Carmouche";"http://ark.bnf.fr/ark:/12148/cb12198749p;http://ark.bnf.fr/ark:/12148/cb13092781p";http://ark.bnf.fr/ark:/12148/cb303920487;"Collectif;Pseudonyme";;;;;;2;1/2;40;;16;in-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Nouzou;Paris;Quoi;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;166;214;BELLES-LETTRES;Théâtre;Français;"Polichinelle avalé par la baleine, folie-pantomime, féérie en deux actes et à grand spectacle ; représentée sur le théâtre de la Gaîté, le 29 décembre 1823.";"Lefebvre;etc.";http://ark:/12148/cb105512643;http://ark.bnf.fr/ark:/12148/cb30771738w;Collectif;;;;;;1;3/4;28;;16;in-8°;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;167;200;BELLES-LETTRES;Poétique et Poésie;Français;La Calédonie, ou la Guerre nationale, poëme en douze chants;J. R. Auguste Fabre;http://ark.bnf.fr/ark:/12148/cb10640519t;http://ark.bnf.fr/ark:/12148/cb304133224;;;;;;;8;7/8;142;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;F. Didot;Paris;Bossange père;Paris;Delaunay;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;168;201;BELLES-LETTRES;Poétique et Poésie;Français;Caton, ou la guerre électorale, poëme;le comte A. D. S.;http://ark:/12148/cb10416686q;http://ark.bnf.fr/ark:/12148/cb31349976r;Anonyme masculin;Noblesse;;;;;8;1/3;200;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Victor Cabuchet;Besançon;Victor Cabuchet;Besançon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;169;202;BELLES-LETTRES;Poétique et Poésie;Français;Pièce de vers philosophiques adressée à Casimir Delavigne, pour la reconnaissance de son grand génie;Auguste Leverrier;http://ark.bnf.fr/ark:/12148/cb104762787;http://ark.bnf.fr/ark:/12148/cb30809778s;;;;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setier;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;171;204;BELLES-LETTRES;Poétique et Poésie;Français;Stances. Par J. Aude, chevalier de l'ordre de Malte, présentées à S. A. R. Mgr le duc d'Angoulême, qui a daigné en accueillir l'hommage avec bonté, et les honorer de son auguste satisfaction;J. Aude, chevalier de l'ordre de Malte;http://ark.bnf.fr/ark:/12148/cb118894656;http://ark.bnf.fr/ark:/12148/cb30036379j;;"Armée et maintien de l'ordre;Fonctions religieuses";;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lachevardière;Paris;;;;;;;;;;;;;;;;;;;"""Une couverture imprimée porte : L'Auguste Victoire.""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;172;208;BELLES-LETTRES;Poétique et Poésie;Français;Esquisse de la campagne faite en l'année 1823, par l'armée française en Espagne, sous les ordres de S. A. R. Mgr le duc d'Angoulême;Maurice Descombes;http://ark.bnf.fr/ark:/12148/cb11142393f;http://ark.bnf.fr/ark:/12148/cb32021080s;;;;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;;;;;;;;;;;;;;;;;;;"""En vers, par Maurice Descombes, maréchal des logis de la gendarmerie royale de Paris.""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;173;203;BELLES-LETTRES;Poétique et Poésie;Français;La Convalescence, élégie à M. Lacroix, docteur-médecin de la Faculté de Paris;Mme Dufrénoy;http://ark.bnf.fr/ark:/12148/cb148398828;http://ark.bnf.fr/ark:/12148/cb30369028p;Nom féminin;Épouse;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tastu;Paris;;;;;;;;;;;;;;;;;;;"""Par Mme Dufrénoy. Ne se vend pas.""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;174;222;BELLES-LETTRES;Mythologie et Fables;Français;Fables de Florian, suivies du poëme de Tobie et de l'églogue de Ruth, tirés de l'Ecriture Sainte. Nouvelle édition;Florian;http://ark.bnf.fr/ark:/12148/cb11902963q;http://ark.bnf.fr/ark:/12148/cb30443844f;;;;;;;6;;216;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ve Tislet;Toulouse;;;;;;;;;;;;;;;;;;;-1823;;;;;;;;;;;;;;;;
1824;2;1824/01/10;175;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Suite des souvenirs de Félicie L***;madame de Genlis;http://ark.bnf.fr/ark:/12148/cb11904585d;http://ark.bnf.fr/ark:/12148/cb304957002;Nom féminin;Épouse;;;;;5;1/5;125;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delavau;Clamecy;Lecointe et Durey;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;176;217;BELLES-LETTRES;Romans et Contes;Français;Netta, ou les suites de la Haine. Par Adélaïde Gory-Decourt, auteur des Frères jumeaux et des Montagnes de Brunswick, etc.;Adélaïde Gory-Decourt;http://ark.bnf.fr/ark:/12148/cb11950889p;http://ark.bnf.fr/ark:/12148/cb305241497;Nom féminin;Métiers du livre;;;;;28;1/4;678;3;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delavau;Clamecy;Lecointe et Durey;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;178;196;BELLES-LETTRES;Langues;Français;Elémens de la grammaire française, augmentés d'un Abrégé d'arithématique et d'un Tableau des nouveaux poids et nouvelles mesures;Lhomond;http://ark.bnf.fr/ark:/12148/cb12170155m;http://ark.bnf.fr/ark:/12148/cb308146326;;;;;;;4;1/2;108;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delaunois;Reims;;;;;;;;;;;;;;;;;;;"""1823""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;179;195;BELLES-LETTRES;Langues;Français;Elémens de la grammaire latine;Lhomond;http://ark.bnf.fr/ark:/12148/cb12170155m;;;;;;;;4;1/2;108;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Delaunois;Reims;;;;;;;;;;;;;;;;;;;"""1823""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;210;214;BELLES-LETTRES;Théâtre;Français;"Le Foyer de la Gaîté, prologue (mêlé de couplets) de Polichinelle avalé par la Baleine […] ; représenté sur le théâtre de la Gaîté, le 29 décembre 1823";"M. Brazier;M. Carmouche";"http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb13092781p";http://ark.bnf.fr/ark:/12148/cb30197456t;Collectif;;;;;;1;1/2;24;;16;in-8°;;;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;212;227;BELLES-LETTRES;Polygraphes;Français;Œuvres de J. J. Rousseau. Supplément à la correspondance et tables.;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228798;http://ark.bnf.fr/ark:/12148/cb312571078;;;;;;;17;;272;;16;in-8°;;un fac simile;1;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;Lequien;Paris;;;;;;;;;;;;;;;;;"""Un quart de feuille est destiné à être mis à la fin du tome II. Une demi-feuille se compose de quatre cartons, pour divers volumes.""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;216;208;BELLES-LETTRES;Poétique et Poésie;Français;La Guerre d’Espagne, ode à S. A. R. Mgr le duc d'Angoulême.;Alexandre Soumet;http://ark.bnf.fr/ark:/12148/cb12367498j;http://ark.bnf.fr/ark:/12148/cb313892054;;;;;;;1;1/4;10;;8;in-4°;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Huzard-Courcier;Paris;;;;;;;;;;;;;;;;;;;"""Ne se vend pas.""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;224;209;BELLES-LETTRES;Poétique et Poésie;Français;A S. A. R. Mgr duc d’Angoulême. Ode sur son expédition d'Espagne;Ch. Fr. Verney, militaire invalide, 15e division;http://ark.bnf.fr/ark:/12148/cb10611625n;http://ark.bnf.fr/ark:/12148/cb315636391;;"Armée et maintien de l'ordre;Invalidité";;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;salle de Saint-Vincent de Paule (sic), à l'hôtel Royal, à l'infirmerie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;226;217;BELLES-LETTRES;Romans et Contes;Français;Le jeune Grec, ou la vieille Athènes;Claire Destay, auteur du Paria, de la Fille de Dieu, etc.;http://ark.bnf.fr/ark:/12148/cb10306013g;http://ark.bnf.fr/ark:/12148/cb303361080;Nom féminin;Métiers du livre;;;;;16;1/2;396;2;24;in-12;;une planche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Beraud;Paris;Masson;Paris, rue Hautefeuille, n.14.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;232;200;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres choisies de Gresset;Gresset;http://ark.bnf.fr/ark:/12148/cb12563936r;http://ark.bnf.fr/ark:/12148/cb30540386f;;;;;;;4;3/4;304;;64;in-32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Mame Delaunay;Paris, rue Guénégaud;Ch. Gosselin;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;2;1824/01/10;245;198;BELLES-LETTRES;Rhétorique et Eloquence;Français;Discours de Démosthène pour Ctésiphon. Edition collationnée sur les textes les plus purs, procédé stéréotype de MM. Le marquis de Paroy et Durouchail;Démosthène;http://ark.bnf.fr/ark:/12148/cb11899538s;http://ark.bnf.fr/ark:/12148/cb30322790h;;;;;;;7;;168;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cosson;Paris;Lesage;Paris;;;;;;;;;;;;;;;;;"""1823""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;246;198;BELLES-LETTRES;Rhétorique et Eloquence;Français;Discours d’Eschine contre Ctésiphon, édition collationnée sur les textes les plus purs. Procédé stéréotype de MM. Le marquis de Paroy et Durouchail;Eschine;http://ark.bnf.fr/ark:/12148/cb11992011v;http://ark.bnf.fr/ark:/12148/cb304050875;;;;;;;5;2/3;136;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cosson;Paris;Lesage;Paris;;;;;;;;;;;;;;;;;"""1823""";;;;;;;;;;;;;;;;
1824;2;1824/01/10;247;210;BELLES-LETTRES;Théâtre;Latin;Euripidis Iphigenia in Tauris, græcè, in usum stuodiosæ juventutis;Euripide;http://ark.bnf.fr/ark:/12148/cb130914401;http://ark.bnf.fr/ark:/12148/cb304103750;;;;;;;3;1/6;76;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auguste Delalain;Paris;Auguste Delalain;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;260;227;BELLES-LETTRES;Epistolaires;Français;Lettres inédites de d’Aguesseau, publiées sous les auspices de S. Exc. Mgr le comte de Peyronnet, garde des sceaux de France, etc.;d'Aguesseau;http://ark.bnf.fr/ark:/12148/cb118881952;http://ark.bnf.fr/ark:/12148/cb300053561;;;;;;;86;1/4;690;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Impr. Royale;Paris;Trouvé;Paris;;;;;;;;;;;;;;;;;"""1823.""";;;;;;;;;;;;;;;;
1824;3;1824/01/17;265;226;BELLES-LETTRES;Polygraphes;Français;Bibliothèque française. Considérations sur les mœurs de ce siècle;Duclos;http://ark.bnf.fr/ark:/12148/cb11900913p;http://ark.bnf.fr/ark:/12148/cb30365527r;;;;;;;6;;216;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chaignieau jeune;Paris;Menard;Paris;Desenne fils;Paris;;;;;;;;;;;;;;;"""Le faux-titre porte : Bibliothèque française. Ce volume, avec ceux qui sont annoncés ci-après, sous les numéros 275 et 276, forme les LXIX et LXXe livraisons. Pour les prix, voyez numéro 263.""";;;;;;;;;;;;;;;;
1824;3;1824/01/17;272;217;BELLES-LETTRES;Romans et Contes;Français;Zéliska, ou le Crime d'Edmond;Mlle Fleury, artiste du second Théâtre-Français, pensionnaire du Roi;http://ark.bnf.fr/ark:/12148/cb107290108;http://ark.bnf.fr/ark:/12148/cb304420231;Nom féminin;"Beaux-Arts;Distinction honorifique;Célibataire";;;;;33;;792;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jacob;Versailles;Corbet aîné;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;273;217;BELLES-LETTRES;Romans et Contes;Français;Le Château des Landes;Mme M. A. Benoist, auteur de l'Auberge des Cevennes;http://ark.bnf.fr/ark:/12148/cb104267688;http://ark.bnf.fr/ark:/12148/cb300841081;Nom féminin;"Métiers du livre;Épouse";;;;;20;1/3;488;2;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Moisand;Beauvais;Lecointe et Durey;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;278;206;BELLES-LETTRES;Poétique et Poésie;Français;Souvenirs de dix ans, mélange de vers et de chansons faits depuis le 3 mai 1814 jusqu'à ce jour;Brazier;http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb301570875;;;;;;;3;8/9;140;;36;in-18;;huit pages de musique et une planche;9;;2;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Rapilly;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;279;203;BELLES-LETTRES;Poétique et Poésie;Français;Epître à MM. les étudians en médecine de la faculté de Montpellier;Cyrille Rigaud;http://ark.bnf.fr/ark:/12148/cb137405349;http://ark.bnf.fr/ark:/12148/cb31217166z;;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Martel le jeune;Montpellier;;;;;;;;;;;;;;;;;;;"""1823""";;;;;;;;;;;;;;;;
1824;3;1824/01/17;280;203;BELLES-LETTRES;Poétique et Poésie;Français;Epître à mes amis sur le premier jour de l'an. Deuxième édition;M. Viennet;http://ark.bnf.fr/ark:/12148/cb124598832;http://ark.bnf.fr/ark:/12148/cb315748349;;;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tastu;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;283;208;BELLES-LETTRES;Poétique et Poésie;Français;L’Espagne pacifiée, cantate en l'honneur de S. A. R. Mgr le duc d'Angoulême;Félix de Prisye;http://ark.bnf.fr/ark:/12148/cb10411863d;http://ark.bnf.fr/ark:/12148/cb31152675r;;;;;;;1;;8;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ballard;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;285;215;BELLES-LETTRES;Théâtre;Français;Le Tambour de Logrono, ou Jeunesse et valeur, tableau historique en un acte, mêlé de couplets […] représenté par les jeunes acteurs du théâtre de M. Comte dans les appartements de S. A. R. Mme la duchesse de Berri, en présence de la famille royale, le 30 décembre 1823;"Adolphe C***;Gombault";"http://ark.bnf.fr/ark:/12148/cb122478951;http://ark.bnf.fr/ark:/12148/cb10568140q";;"Collectif;Anonyme masculin";;;;;;1;1/2;24;;16;in-8°;;;;;0,6;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Mme Huet;Paris;;;;;;;;;;;;;;;;;"""C'est une seconde édition ou un second tirage. Voyez n. 105 : sur le premier tirage, l'un des auteurs était appelé Combault.""";;;;;;;;;;;;;;;;
1824;3;1824/01/17;357;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de M. le comte de Ségur, pair de France, membre de l'Académie française, etc. (Prospectus);;;;Anonyme;;;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casimir;Paris;Eymery;Paris;;;;;;;;;;;;;;;;;"L'ouvrage aura 36 volumes, avec deux atlas, portrait et fac simile. Il paraîtra tous les cinquante jours, deux volumes in-8°. Prix de chaque livraison avec l'atlas en noir 14–0 ; Altas colorié 15–0. Chaque ouvrage se vendra séparément, à raison pour chaque volume, atlas noir 8–0 ; Atlas colorié 8,50.";;;;;;;;;;;;;;;;
1824;3;1824/01/17;361;198;BELLES-LETTRES;Rhétorique et Eloquence;Français;"Eloge historique de J. M. N. Freteau, docteur en médecine, etc. ; prononcé dans la séance publique de la société académique du département de la Loire-inférieure, le 19 décembre 1823";J. B. E. Priou, docteur en médecine;http://ark.bnf.fr/ark:/12148/cb10683157t;http://ark.bnf.fr/ark:/12148/cb311524965;;Professions médicales;;;;;5;1/4;42;;8;in-4°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Busseuil jeune;Nantes;;;;;;;;;;;;;;;;;;;"""1823""";;;;;;;;;;;;;;;;
1824;3;1824/01/17;366;201;BELLES-LETTRES;Poétique et Poésie;Français;Poëmes et Chants élégiaques. Ornés de gravures;Alex. Guiraud;http://ark.bnf.fr/ark:/12148/cb146539093;http://ark.bnf.fr/ark:/12148/cb42573262w;;;;;;;7;7/9;280;;36;in-18;;gravures […] planches.;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Boulland et compagnie;Ladvocat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;381;197;BELLES-LETTRES;Langues;Français;Thèmes français, ou Nouveaux exercices de cacographie et de cacologie. Troisième édition, revue et augmentée.;Ch. Constant Letellier, professeur de belles-lettres;http://ark.bnf.fr/ark:/12148/cb13005487s;http://ark.bnf.fr/ark:/12148/cb30805639n;;Enseignement;;;;;9;3/4;234;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Gratiot;Paris;Belin-Leprieur;Paris;Constant Letellier;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;382;197;BELLES-LETTRES;Langues;Français;"Nouvelle Cacographie, ou Exercices sur les participes et les principales difficultés de la langue française ; suivis d'un choix de sujets de lettres et de compositions propres à former le style et le jugement des élèves. Onzième édition";Ch. Constant Letellier, professeur de belles-lettres;http://ark.bnf.fr/ark:/12148/cb13005487s;http://ark.bnf.fr/ark:/12148/cb30805629b;;Enseignement;;;;;8;;192;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Gratiot;Paris;Belin-Leprieur;Paris;Constant Letellier;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;390;206;BELLES-LETTRES;Poétique et Poésie;Français;Mes Rêveries, ou Souvenirs d'un Belge ci-devant capitaine en France;Ate. Durieu;http://ark.bnf.fr/ark:/12148/cb10350243j;http://ark.bnf.fr/ark:/12148/cb30386603p;;;;;;;1;1/2;24;;16;in-8°;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Egron;Paris;marchands de nouveautés;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;393;214;BELLES-LETTRES;Théâtre;Français;"Le Pont de Logrono, ou le petit Tambour, suivi de la prise du Trocadero, action historique et militaire en trois parties ; représentée pour la première fois au théâtre du Cirque-Olympique, le 7 janvier 1824";"Cuvelier;Franconi jeune";"http://ark.bnf.fr/ark:/12148/cb12524433r;http://ark.bnf.fr/ark:/12148/cb124630034";http://ark.bnf.fr/ark:/12148/cb30460400d;Collectif;;;;;;3;1/2;56;;16;in-8°;;;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;Bezou;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;394;211;BELLES-LETTRES;Théâtre;Français;"L’Ecole des béquillards, ou Il faut des Epoux assortis, imitation burlesque en un acte et en vers de l'Ecole des Vieillards ; représentée sur le théâtre des Variétés, le 6 janvier 1824";"Dumersan;Dupin";"http://ark.bnf.fr/ark:/12148/cb12462558j;http://ark.bnf.fr/ark:/12148/cb12166302t";http://ark.bnf.fr/ark:/12148/cb30379737s;Collectif;;;;;;3;1/2;56;;16;in-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;Barba;Paris;Samson;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;3;1824/01/17;395;226;BELLES-LETTRES;Polygraphes;Français;Œuvres de Florian, de l'Académie française. Nouvelle édition, ornée d'un portrait et de 24 gravures. Tome III;Florian;http://ark.bnf.fr/ark:/12148/cb11902963q;http://ark.bnf.fr/ark:/12148/cb30443791p;;"Sociétés savantes;Contexte géographique";;;;;29;1/4;468;;16;in-8°;;un portrait et 24 gravures;25;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Briand;Paris;;;;;;;;;;;;;;;;;"""C'est le troisième volume dans l'ordre de publication. Il contient quatorze nouvelles. Il y aura huit volumes pour les Œuvres primitives, et cinq pour les Œuvres posthumes.""";;;;;;;;;;;;;;;;
1824;3;1824/01/17;397;"210;211";BELLES-LETTRES;Théâtre;Français;Répertoire du Théâtre-Français. Œuvres complètes de Crébillon;Crébillon;http://ark.bnf.fr/ark:/12148/cb11998713x;;;;;;;;7;13/18;278;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jules Didot aîné;Paris;Ladrange;Paris;Guibert;Paris;Lheureux;Paris;Verdière;Paris;;;;;;;;;;;(1823) […] Le faux-titre porte : Répertoire du théâtre Français. (Premier ordre, tome XV.) Ce volume fait partie de la Xe livraison.;;;;;;;;;;;;;;;;
1824;3;1824/01/17;400;"210;217";BELLES-LETTRES;Théâtre;Français;Répertoire du Théâtre-Français. Chefs-d’œuvre dramatiques de Colardeau, Diderot et Poinsinet;"Colardeau;Diderot;Poinsinet";"http://ark.bnf.fr/ark:/12148/cb118972285;http://ark.bnf.fr/ark:/12148/cb11900134f;http://ark.bnf.fr/ark:/12148/cb120065697";http://ark.bnf.fr/ark:/12148/cb31127925m;Compilation;;;;;;9;;324;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;Ladrange;Paris;Guibert;Paris;Lheureux;Paris;Verdière;Paris;;;;;;;;;;;(1823) […] Le faux-titre porte : Répertoire du théâtre Français. (Deuxième ordre, tome 26e.) Ce volume fait partie de la dixième livraison.;;;;;;;;;;;;;;;;
1824;3;1824/01/17;422;195;BELLES-LETTRES;Langues;Grec;Lexicon herodoteum, etc. instruxit Johannes Schweighaeuser. Pars posteriori;Johannes Schweighaeuser;http://ark.bnf.fr/ark:/12148/cb12417017r;http://ark.bnf.fr/ark:/12148/cb31337263s;;;;;;;26;;416;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Heitz;Strasbourg;Treuttel et Würtz;Strasbourg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;4;1824/01/24;432;217;BELLES-LETTRES;Romans et Contes;Français;Blanche d’Evreux, ou le Prisonnier de Gisors. Histoire du tems de Philippe de Valois;Mme Simons-Candeille;http://ark.bnf.fr/ark:/12148/cb15012749t;;Nom féminin;Épouse;;;;;20;1/6;484;2;24;In-12;;frontispices gravés;;;6;;;;;;;;;;;;;;;;;;;;;;;;;Trouvé;Paris;Trouvé;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;4;1824/01/24;435;227;BELLES-LETTRES;Polygraphes;Français;"Bibliothèque étrangère d’histoire et de littérature, ancienne et moderne, ou Choix d'ouvrages remarquables et curieux ; traduits ou extraits de diverses langues, avec des Notices et des remarques. Par M. Aignan, membre de l'Institut (Académie française). Tome III.";Georges Buchanan;http://ark.bnf.fr/ark:/12148/cb11983633v;http://ark.bnf.fr/ark:/12148/cb30005787d;Compilation;"Sociétés savantes;Contexte géographique";M. Aignan, membre de l'Institut (Académie française);http://ark.bnf.fr/ark:/12148/cb11888220f;M. Aignan, membre de l'Institut (Académie française);http://ark.bnf.fr/ark:/12148/cb11888220f;31;1/4;500;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pochard;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;"""La lettre est signée : G. P. Le tout est extrait du Journal de Dijon et de la Côte-d'Or, des 13, 16 et 23 octobre 1824. M. P. R. Auguis y reçoit de grands éloges ; sans doute ce n'est pas à titre de grand plagiaire en prose et en vers. """;;;;;;;;;;;;;;;;
1824;4;1824/01/24;436;226;BELLES-LETTRES;Polygraphes;Français;Œuvres de P. L. Lacretelle aîné, membre de l'ancien Institut et actuellement de l'Académie française : roman théâtral;P. L. Lacretelle aîné, membre de l'ancien Institut et actuellement de l'Académie française;http://ark.bnf.fr/ark:/12148/cb12520231j;http://ark.bnf.fr/ark:/12148/cb31943195d;;"Sociétés savantes;Contexte géographique";;;;;16;;256;;16;In-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lachevardière fils;Paris;Bossange frères;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;4;1824/01/24;437;212;BELLES-LETTRES;Théâtre;Français;L’Héritière, comédie-vaudeville en un acte, par MM. Scribe et G. Delavigne, représentée sur le théâtre du Gymnase-Dramatique, le 20 décembre 1823. Seconde édition;"M. Scribe;M. G. Delavigne";"http://ark.bnf.fr/ark:/12148/cb11924226g;http://ark.bnf.fr/ark:/12148/cb12268158j";http://ark.bnf.fr/ark:/12148/cb39500296w;Collectif;;;;;;2;1/2;40;;16;In-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
