Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;Nombre de para-auteurs;Type de livre;Type d'illustrations 1;Type d'illustrations 2;Type d'illustrations 3;Lieu de parution;Orfèvre;Liens notice catalogue;LIBRAIRE 1;LIBRAIRE 2;LIBRAIRE 3;LIBRAIRE 4;LIBRAIRE 5;LIBRAIRE 6;LIBRAIRE 7;LIBRAIRE 8;LIBRAIRE 9;Nome;Prénom;Surnom;Sexe;Age;Nationalité;Importance;Biographie;Bibliographie;Nombre de illustrations;Type de papier;Prix
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraison 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes.;M. Dumersan;;;;;1 1/4;;20;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraison 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes.;M. de Rougemont;;;;;1 1/4;;20;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe.;M. Scribe;;;;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne.;"M. Scribe;M. G. Delavigne";Collectif;;;;1 1/4;;20;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraison 118. Variétés. Le Duel et le déjeuner.;"A. Gouffé;Ledoux";Collectif;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 119 et 120. Opéra-Comique. Zampa.;Mélesville;;;;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 121 et 122. Gymnase. Avant, pendant et après.;"M. Scribe;M. de Rougemont";Collectif;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraison 123. Théâtre-Français. Les Projets de mariage.;Al. Duval;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 124 et 125. Vaudeville. Un premier amour.;"Bayard;Vanderburch";Collectif;;;;2 1/4;;36;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 126 et 127. Porte-St-Martin. Napoléon, ou Schoenbrunn et Sainte-Hélène, drame historique en 9 tableaux.;"Dupeuty;Regnier";Collectif;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 128 et 129. Folies-Dramatiques. La Courtepaille, drame-vaudeville en trois actes.;MM. Cogniard frères;Collectif;Liens familiaux;;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 130 et 131. Vaudeville. Le Hussard de Felsheim, comédie-vaudeville en trois actes.;;Anonyme;;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 132. Théâtre-Français. 1760, ou Une Matinée de grand seigneur, comédie en un acte et en prose.;;Anonyme;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraison 133. Vaudeville. Rigolletti, ou le Dernier des fous.;"Alboize;Jaime";Collectif;;;;1 1/4;;20;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 134 et 135. Porte-St-Martin. Robert Macaire, pièce en quatre actes et en six tableaux.;"Saint-Amand;Antier;Fréd. Lemaitre";Collectif;;;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraison 136. Odéon. Frédégonde et Brunehaut, tragédie en cinq actes et en vers.;N. L. Lemercier;;;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/01/09;2;1836;163;209;BELLES-LETTRES;Théâtre;Français;La France dramatique au XIXe siècle. Livraisons 138 et 139. Opéra. Gustave III, opéra en cinq actes.;Scribe;;;;;1 3/4;;28;;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106. Vaudeville. La Poupée, par Fournier et Arnould. Une feuille 1/4. - 107 et 108. Porte-St-Martin. La Tour de Nesle, par Frédéric Gaillardet et ***. 2 feuilles 1/2. - 109. Variétés. Changement d'uniforme, par M. de'Ennery. Une feuille. 110 et 111. Théâtre-Français. Une Prévention, comédie en trois actes, par Alphonse François et N. Fournier. 2 feuilles. 112. Variétés. Madame Gibou et madame Pochet, pièce grivoise en trois actes, par M. Dumersan. Une feuille 1/4. - 113. Palais-Royal. Est-ce un rêve ? comédie-vaudeville en deux actes, par M. de Rougemont. Une feuille 1/4. - 114 et 115. Opéra-Comique. Fra-Diavolo, opéra comique en trois actes, paroles de M. Scribe. Une feuille 3/4. - 116 et 117. Opéra. Robert-le-Diable, opéra en cinq actes, paroles de MM. Scribe et G. Delavigne. Une feuille 1/4. - 118. Variétés. Le Duel et le déjeuner, par A. Gouffe et Ledoux. Une feuille. 119 et 120. Opéra-Comique. Zampa, par M. Mélesville. Une feuille 3/4. - 121 et 122. Gymnase. Avant, pendant et après, par MM. Scribe et de Rougemont. 2 feuilles.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
