Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d'impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1823;29;1823/07/19;3053;195;BELLES-LETTRES;"Romans;Théâtre";Français;"Les Etoiles et les Perroquets, par M. Varnhagen d'Ense, ancien ministre plénipotentiaire de Prusse à la cour de Bade ; traduit de l'allemand, par MM. de Saur et de St.-Geniès ; suivi de Rodolphe de Hapsbourg, drame en trois actes par les mêmes";M. Varnhagen d'Ense, ancien ministre plénipotentiaire de Prusse à la cour de Bade;;Collectif;"Politique;Contexte géographique";"M. de Saur;M. de St.-Geniès";;;;23 1/4;;372;;In-8;;;;;;;;;;;;;;;;;;Cellot;Paris;Paris, rue de la Feuillade, n. 4;P. Corneille;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3056;185;BELLES-LETTRES;Poétique et Poésie;Français;Douzième chant de la Jérusalem délivrée, traduit en vers français;;;Anonyme;;;;;;2 1/2;;40;;In-8;;;;;;;;;;;;;;;;;;F. Didot;Paris;;;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3057;176;BELLES-LETTRES;Poétique et Poésie;Latin;Poetæ græci gnomici, curante Jo. Fr. Boissonade;;;Compilation;;;;Jo. Fr. Boissonade;;4 15/16;;316;;In-32;;;;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;Paris;Lefèvre;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Poetarum græcorum Sylloge, tom. III.""";;
1823;29;1823/07/19;3061;"200;201";BELLES-LETTRES;Polygraphes;Latin;Scriptores latini principes. M. Tull. Ciceronis opera ex recensione Joseph Vict. Leclerc, edidit J. A. Amar. Tomes I et II;Cicéron;;;;;;"Joseph Vict. Leclerc;J. A. Amar";;12 3/16;;780;2;In-32;;;;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;Paris;Lefèvre;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Scriptores latini principes ( tomes XI et XII).""";;
1823;29;1823/07/19;3062;172;BELLES-LETTRES;Langues;Français;Traduction du Disciple de Lhomond. Par l'auteur même.;;;Anonyme;;l'auteur même;;;;26 1/3;;632;2;In-12;;;;;;;;;;;;;;;;;;Rusand;Lyon;Lyon;Rusand;Lyon;Rusand;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3063;185;BELLES-LETTRES;Poétique et Poésie;Italien;La Colombiade, poema eroico-mitologico;Gio. Bta. Giacomo Tamburini;;;;;;;;7 1/2;;120;;In-8;;;;;;;;;;;;;;;;;;Fabiani;Bastia;;;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3064;185;BELLES-LETTRES;Poétique et Poésie;Italien;Opere poetiche di Dante Alighieri, con note di diversi per diligenza e studio di Antonio Buttura. Tomo secondo;Dante Alighieri;;;;;;Antonio Buttura;;31;;496;;In-8;;;;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;Paris;Lefèvre;;;;;;;;;;;;;;;;;"""Le faux-titre porte : I quattro poeti italiani (tomo secondo).""";;
1823;29;1823/07/19;3065;177;BELLES-LETTRES;Poétique et Poésie;Espagnol;"El arte de amar de P. Ovidio Nason, seguido del Aminta de
Torquato Taso, traducido en castellano por don Juan de Jaureguy. Segunda edicion";"Ovide;le Tasse";;Compilation;;don Juan de Jaureguy;;;;7 1/2;;270;;In-18;;;;;;;;;;;;;;;;;;Lawalle jeune;Bordeaux;;;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3067;196;BELLES-LETTRES;Romans;Anglais;Quentin Durward. By the author of Waverly, etc. ;the author of Waverly, etc.;;Pseudonyme;Métiers du livre;;;;;33;;792;3;In-12;;;;;13;;;;;;;;;;;;;Didot l'aîné;Paris;Paris;Galignani;Paris;Didot l'aîné;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3075;177;BELLES-LETTRES;Poétique et Poésie;Français;"Œuvres de Boileau-Despréaux, avec les commentaires revus,
corrigés et augmentés. Par M. Viollet Leduc";Boileau-Despéraux;;;;;;M. Viollet Leduc;;31 1/4;;500;;In-8;;;;;24;;;;papier vélin;;;;;;;;;Fain;Paris;Paris;Th. Desoër;;;;;;;;;;;;;;;;;"""L'édition in-18 en 4 volumes se vend 20 fr.
Il y a des exemplaires sur papier vélin dans les deux formats.
L'édition in-8° de Boileau peut se relier et même se brocher avec le Regnier, même format. Voyez n. 3076.""";;
1823;30;1823/07/26;3076;177;BELLES-LETTRES;Poétique et Poésie;Français;"Œuvres de Mathurin Regnier, avec les commentaires revus, corrigés et augmentés ; précédées de l'histoire de la satire en France, pour servir de discours préliminaire, par M. Viollet Leduc.";Mathurin Regnier;;;;;;M. Viollet Leduc;;7;;112;;In-8;;;;;6;;;;papier vélin;;;;;;;;;Fain;Paris;Paris;Th. Desoër;;;;;;;;;;;;;;;;;"""Une édition in-18, annoncée sous le n. 3691 de 1822, se vend 5 fr. 
Il y a des exemplaires dans les deux formats en papier vélin. Voyez n. 3075.""";;
1823;30;1823/07/26;3077;187;BELLES-LETTRES;Théâtre;Français;Œuvres complètes de Molière, avec les notes de tous les commentateurs. Tome IVe;Molière;;Pseudonyme;;;;;;26 3/8;;422;;In-8;;;;;;;;;;;;;;;;;;Firmin Didot;Paris;Paris;Lheureux;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3078;189;BELLES-LETTRES;Théâtre;Français;La Rosière de Rosny, vaudeville-impromptu à l'occasion de la fête de la saint Henri, représenté au palais des Tuileries par les acteurs du Gymnase-Dramatique le 15 juillet 1823;;;Anonyme;;;;;;2 1/2;;40;;In-8;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3079;189;BELLES-LETTRES;Théâtre;Français;La petite Babet, ou les Deux Gouvernantes, comédie-vaudeville en un acte. Représentée sur le théâtre des Variétés le 6 juin 1823.;"M. Francis;M. Dartois";;"Collectif;Pseudonyme homme";;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3080;191;BELLES-LETTRES;Théâtre;Français;"Le pauvre Berger, mélodrame historique en trois actes. Par MM. Daubigny, Carmouche et Hyacinthe ; musique de M. Alexandre ; décors de M. Gué ; ballet de M. Renauzi. Représenté le 17 juin 1823 sur le théâtre du Panorama-Dramatique";"M. Daubigny;M. Carmouche;M. Hyacinthe";;"Collectif;Pseudonyme homme";;;;"M. Gué;M. Alexandre;M. Renauzi";;2;;32;;In-8;;;;;1;;;;;;;;;;;;;Hocquet;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3081;191;BELLES-LETTRES;Théâtre;Français;La Cousine supposée, comédie en un acte et en prose. Représentée sur le théâtre du Panorama-Dramatique le 29 mai 1823;"M. Villard;M. Adrien";;"Collectif;Pseudonyme homme";;;;;;2 3/4;;44;;In-8;;;;;1;;;;;;;;;;;;;Hocquet;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3082;189;BELLES-LETTRES;Théâtre;Français;L’Aubergiste malgré lui, comédie-proverbe, mêlée de couplets;"M. Brazier;M. Théodire";;"Collectif;Pseudonyme homme";;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Hardy;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3083;188;BELLES-LETTRES;Théâtre;Français;Polichinelle aux eaux d’Enghien, tableau-vaudeville en un acte. Représenté sur le théâtre du Vaudeville le 8 juillet 1823.;"M. Francis;M. Dartois;M. Xavier";;"Collectif;Pseudonyme homme";;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Nouzou;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3084;192;BELLES-LETTRES;Théâtre;Français;Œuvres dramatiques d'Alfieri, traduites de l'italien. Tome IV;Alfieri;;;;;;;;8 3/4;;140;;In-8;;;;;;;;;;;;;;;;;;Constant Chantpie;Paris;Paris;Brissot-Thivars;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Répertoire des théâtres étrangers tome LVIe ; théâtre italien, tome IVe.""";;
1823;30;1823/07/26;3085;177;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres choisies de Desportes, Bertaut et Regnier, précédées de notices historiques et critiques sur ces poètes, et suivies d'un vocabulaire. Par M. Pelissier. Edition stéréotype;"Desportes;Bertaut;Regnier";;Compilation;;;;M. Pelissier;;9;;324;;In-18;;;;;;;;;;;;;;;;;;Firmin Didot;Paris;Paris;Firmin Didot;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3086;178;BELLES-LETTRES;Poétique et Poésie;Français;L’Esclavage, poëme;M. D., membre de plusieurs académies;;Anonyme;Sociétés savantes;;;;;2 1/4;;36;;In-8;;;;;;;;;;;;;;;;;;Firmin Didot;Paris;;;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3087;182;BELLES-LETTRES;Poétique et Poésie;Français;Stances d’un vieillard à sa jeune amie;;;Anonyme;;;;;;;;;;In-12;;;;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;;;;;;;;;;;;;;;;;;;"""Ne se vend pas.""";;
1823;30;1823/07/26;3088;180;BELLES-LETTRES;Poétique et Poésie;Français;Epître à l’empereur de Russie;J.-M.-M. Rédarès;;;;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Smith;Paris;;;;;;;;;;;;;;;;;;;"""En vers.""";;
1823;30;1823/07/26;3089;193;BELLES-LETTRES;Romans;Français;Paul et Virginie;Jacques-Henri Bernardin de SaintPierre;;;;;;;;7;;252;;In-18;;une planche;1;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;Paris;Louis Janet;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3096;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Bourdaloue, de la compagnie de Jésus. Nouvelle édition, augmentée de notes critiques et historiques. Ile volume. Avent. Exhortations. Retraite;Bourdaloue, de la compagnie de Jésus;;;Religion;;;;;49;;784;;In-8;;;;;;;;;;;;;;;;;;Demonville;Paris;Paris;Belin Mander;;;;;;;;;;;;;;;;;"""C'est le IIIe volume dans l'ordre de publication. L'édition aura 5 volumes. (Voyez n. 2065)""";;
1823;30;1823/07/26;3097;201;BELLES-LETTRES;Polygraphes;Français;"Œuvres complètes de Bourdaloue. Tome IIe, Carême, ler ;
et tome IIIe, Carême, tome IIe.";Bourdaloue;;;;;;;;76;;1216;2;In-8;;;;;;;;;;;;;;;;;;Gauthier;Besançon;Paris;Gauthier;Besançon;Gauthier;;;;;;;;;;;;;;;;"Gauthier qualifié de ""maison de commerce"" dans la notice (""à Paris, chez Gauthier ; à Besançon, même maison de commerce"").";
1823;30;1823/07/26;3110;173;BELLES-LETTRES;Langues;Français;"Traité élémentaire des participes français réduits aux règles les plus simples ; suivies d'exemples propres à en faciliter l'explication";M. Jean-Pierre-Louis Masse, directeur du collège de Fontainebleau;;;"Enseignement;Contexte géographique";;;;;1 1/2;;24;;In-8;;;;;;;;;;;;;;;;;;Everat;Paris;Fontainebleau;E. Durant de la Place;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3111;200;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Paris, Madrid, les lys, les lauriers, les roses et les myrtes, ou Suites de la littérature de l'héroïsme, ou S. A. R. le duc d'Angoulême à Madrid, et de la littérature de la beauté et des grâces;le bourbonnien Auguste Hus, heureux sujet du grand Roi de l'Europe, c'est- à-dire de S. M. Louis XVIII, et filleul de la feue reine de France, épouse du Roi, créateur de la Charte;;;"Opinion politique;Autres";;;;;;;;;In-8;;;;;0,25;;;;;;;;;;;;;Rougeron;Paris;Paris, vis-à-vis le passage du Panorama;libraire vis-à-vis le passage du Panorama;Paris;Mongie;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3131;202;BELLES-LETTRES;Epistolaires;Français;"Pline le jeune, esquisse littéraire et historique du règne de Trajan ; traduit du hollandais par M. Wallez";;;Anonyme;;M. Wallez;;;;11 1/2;;184;;In-8;;;;;;;;;;;;;;;;;;Debusscher;Paris;Paris;Ladrange;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3132;189;BELLES-LETTRES;Théâtre;Français;Le Précepteur dans l’embarras, comédie-vaudeville en un acte, imitée de litalien. Représentée sur le théâtre des Variétés, à Paris, le 14 juillet 1823;M. Mélesville;;Pseudonyme;;;;;;2 1/2;;40;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3133;184;BELLES-LETTRES;Poétique et Poésie;Français;Le Berger vendéen, romance;;;Anonyme;;;;;;;;;;In-8;50;;;;;;;;;;;;;;;;;Fain;Paris;;;;;;;;;;;;;;;;;;;"""Tiré à 50.""";;
1823;30;1823/07/26;3135;192;BELLES-LETTRES;Théâtre;Français;"Les Fureurs de l’amour, tragédie burlesque en un acte et en vers ; par M. R. Représentée sur le théâtre des Jeunes Artistes, le 9 juin 1798";M. R.;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Nouzou;Paris;Paris;Fages;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3136;189;BELLES-LETTRES;Théâtre;Français;L’Avare en goguettes, comédie-vaudeville en un acte. Représentée sur le théâtre du Gymnase- Dramatique, le 12 juillet 1823.;"M. Scribe;M. G. Delavigne";;Collectif;;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Nouzou;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;La table systématique développe le prénom (Germain Delavigne).;
1823;30;1823/07/26;3137;194;BELLES-LETTRES;Romans;Français;Han d’Islande. Deuxième édition;;;Anonyme;;;;;;43;;1032;4;In-12;;;;;10;;;;;;;;;;;;;Lebel;Paris;Paris;Lecointe et Durey;;;;;;;;;;;;;;;;;;Roman de Victor Hugo (JBM).;
1823;30;1823/07/26;3157;180;BELLES-LETTRES;Poétique et Poésie;Français;Le duc d’Angoulême à Burgos, anecdote historique, suivi de Poésies diverses;M. Alphonse Delalonde;;;;;;;;7 1/4;;116;;In-8;;;;;;;;;;;;;;;;;;C. J. Trouvé;Paris;Paris;C. J. Trouvé;Paris;Ponthieu;Paris;Delaunay;Paris;Petit;;;;;;;;;;;;;
1823;30;1823/07/26;3158;192;BELLES-LETTRES;Théâtre;Français;Chefs-d’œuvre du théâtre espagnol. Tarrès Nabarro, Cervantes Saavedra, Guillem de Castro;"Tarrès Nabarro;Cervantes Saavedra;Guillem de Castro";;Compilation;;;;;;28 1/4;;452;;In-8;;;;;;;;;;;;;;;;;;Fain;Paris;Paris;Ladvocat;;;;;;;;;;;;;;;;;"""Le faux-titre porte Chefs-d'œuvre des théâtres étrangers, vingt-quatrième livraison.""";;
1823;30;1823/07/26;3164;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro S. Roscio Amerino, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;1 9/10;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3165;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro lege Maniliâ, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;1 1/5;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3166;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro P. Sullâ, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;1 7/16;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3167;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis in L. Catilinam oratio prima, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3168;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis in L. Catilinam oratio secunda, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3169;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis in L. Catilinam oratio tertia, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3170;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis in L. Catilinam oratio quarta, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3171;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis in M. Antonium philippica secunda, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;1 9/10;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3172;174;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro Archiâ poetâ, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3173;175;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro M. Marcello, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3174;175;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro L. Corn. Balbo, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;1 1/10;;;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3175;175;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio de Aruspicum responsis, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;1 1/3;;48;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3176;175;BELLES-LETTRES;Rhétorique et Eloquence;Latin;M. T. Ciceronis oratio pro Cluentio Avito, ad usum studiosæ juventutis. Edition stéréotype, d'après le procédé de MM. le marquis de Paroy et Durouchail;Cicéron;;;;;;;;5;;180;;In-18;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3177;177;BELLES-LETTRES;Poétique et Poésie;Latin;Epître à Mgr l’évêque d’Hermopolis, grand-maître de l'Université, pair de France, etc.;A. F. Molroguier;;;;;;;;1 1/2;;24;;In-8;;;;;;;;;;;;;;;;;;David;Paris;;;;;;;;;;;;;;;;;;;"""En vers latins.""";;
1823;30;1823/07/26;3178;176;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";Odes d’Horace, traduites en vers par B. Granet, chef d'institution;Horace;;;Enseignement;B. Granet, chef d'institution;;;;19 1/2;;312;;In-8;;;;;5;;;;;;;;;;;;;Leblanc;Paris;Paris;Delaunay;Paris;E. Garnot;;;;;;;;;;;;;;;"""Le texte est en regard.""";;
1823;30;1823/07/26;3180;185;BELLES-LETTRES;Poétique et Poésie;Italien;Al Sapientissimo signor visconte de Chateaubriand, pari di Francia, etc. Sonetti otto;;;Anonyme;;;;F. M. Patorni;;2 1/2;;20;;In-4;;;;;1;;;;;;;;;;;;;Boucher;Paris;;;;;;;;;;;;;;;;;;;"""La dédicace est signée : F. M. Patorni.""";;
1823;30;1823/07/26;3182;193;BELLES-LETTRES;Romans;Espagnol;"El Mozo de buen humor, que no pena por nada ; por Pigault Lebrun, autor de Mi tio Tomas, etc. Con dos lamnias fines";Pigault Lebrun, autor de Mi tio Tomas, etc.;;;Métiers du livre;;;;;12;;432;2;In-18;;;;;5;;;;;;;;;;;;;Smith;Paris;;;;;;;;;;;;;;;;;;;"""Traduction du n. 3525 de 1817. Les planches manquent.""";;
1823;30;1823/07/26;3184;185;BELLES-LETTRES;Poétique et Poésie;Portugais;Os Lusiadas, poema epico de Luis de Camôes. Nova ediçao, correcta, e dada a luz, conforme a de 1817 in- 4°, por don Joze Maria de Souza Bothello;Luis de Camoês;;;;;;don Joze Maria de Souza Bothello;;6;;384;;In-32;;une planche et un frontispice gravé;2;;;;;;;;;;;;;;;F. Didot;Paris;Paris;J. P. Aillaud;;;;;;;;;;;;;;;;;;;
1823;30;1823/07/26;3185;185;BELLES-LETTRES;Poétique et Poésie;Anglais;Stonehenge;;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Fain;Paris;;;;;;;;;;;;;;;;;;;"""En vers.""";;
1823;31;1823/08/02;3186;201;BELLES-LETTRES;Polygraphes;Français;"Œuvres complètes de Jacques Henri Bernardin de Saint-Pierre ; mises en ordre et précédées de la vie de l'auteur, par L. Aimé Martin";Jacques Henri Bernardin de Saint-Pierre;;;;;;L. Aimé Martin;;202;;7272;19;In-18;;;;;45;;;;papier vélin;90;;;;;;;;Cellot;Paris;Paris;Aimé André;;;;;;;;;;;;;;;;;"""Cette édition ayant changé de mains, le nouveau propriétaire a fait faire de nouveaux frontispices qui portent son nomet le millésime de 1823.""";;
1823;31;1823/08/02;3193;201;BELLES-LETTRES;Polygraphes;Français;Petit Carême de Massillon, évêque de Clermont;Massillon, évêque de Clermont;;;"Religion;Contexte géographique";;;;;5;;320;;In-32;;un portrait;1;;;;;;;;;;;;;;;Firmin Didot;Paris;Paris;L. Debure;;;;;;;;;;;;;;;;;"""La couverture imprimée porte : Classiques français, ou Bibliothèque portative de l'amateur (Voy. n. 1233.) Ce volume et les deux annoncés sous le n. 3194, en forment la troisième livraison. Prix de cette livraison sur papier vélin grand raisin, 8 fr.""";;
1823;31;1823/08/02;3194;"201;177";BELLES-LETTRES;"Polygraphes;Poétique et Poésie";Français;Œuvres de Boileau Despréaux;Boileau Despréaux;;;;;;;;7 1/4;;464;2;In-32;;un portrait;1;;;;;;;;;;;;;;;Firmin Didot;Paris;Paris;L. Debure;;;;;;;;;;;;;;;;;"""La couverture imprimée porte : Classiques français, ou Bibliothèque portative de l'amateur. (Voyez n. 3193.)""";;
1823;31;1823/08/02;3195;188;BELLES-LETTRES;Théâtre;Français;Les Sœurs jumelles, opéra comique en un acte, paroles de M. Planard, musique de M. Fétis. Représenté sur le théâtre de l'Opéra Comique le 5 juillet 1823;M. Planard;;;;;;M. Fétis;;1 3/4;;28;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;31;1823/08/02;3196;192;BELLES-LETTRES;Théâtre;Français;"Caïn, mystère dramatique en trois actes, de lord Byron, traduit en vers français, et réfuté dans une suite de remarques philosophiques et critiques ; précédé d'une lettre adressée à lord Byron sur les motifs et le but de cet ouvrage. Par Fabre d'Olivet";lord Byron;;;Noblesse;Fabre d'Olivet;;Fabre d'Olivet;;16;;256;;In-8;;;;;5;;;;;;;;;;;;;Crapelet;Paris;Paris;Servier;;;;;;;;;;;;;;;;;"""En vers blancs.""";;
1823;31;1823/08/02;3212;191;BELLES-LETTRES;Théâtre;Français;La Romance et la Gavotte, comédie anecdotique en un acte, mêlée de couplets. Représentée sur le théâtre du Panorama-Dramatiquele 4 juillet 1823.;"M. Carmouche;M. de Courcy";;Collectif;;;;;;2 1/2;;40;;In-8;;;;;1;;;;;;;;;;;;;Hardy;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;31;1823/08/02;3226;185;BELLES-LETTRES;Poétique et Poésie;Français;"Les Amours des anges et les mélodies irlandaises, de Thomas Moore; traduits de l'anglais par Mme Louise Swanton Belloc, traducteur des Patriarches";M. A. Julien, de Paris;;;Contexte géographique;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Plassan;Paris;;;;;;;;;;;;;;;;;;;"""C'est l'article donné sur cet ouvrage par M. A. Julien de Paris, extrait de la Revue encyclopédique, juillet.""";;
