Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;n° de notice
1833/04/06;14;1833;1862;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de M. le vicomte de Châteaubriand, membre de l'académie française. Tome IV. Études historiques, tome I. Et tome VIII. Itinéraire de Paris à Jérusalem, tome I.;M. le vicomte de Châteaubriand, membre de l'académie française;;"Noblesse;Contexte géographique;Sociétés savantes";;;57 1/2;;920;2;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris;Pourrat frères;Paris;Furne;;;;;;;;;;;;;;;Prix de chaque volume : 3-50. Au dos de la couverture on lit : 2e édition, 2e et 3e livraisons.;;;
1833/04/06;14;1833;1863;232;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de sir Walter Scott. Traduction nouvelle. (Tomes 81-84.) (Robert de Paris, le Château périlleux, Miroir de la tante Marguerite, la Chambre tapissée.);sir Walter Scott;;Noblesse;;;32 8/9;;1184;4;grand in-18;;;;;16,0;;;;;;;;;;;;;Everat;Paris;Paris;Ch. Gosselin;;;;;;;;;;;;;;;;;27e et dernière livraison.;;;
1833/04/06;14;1833;1872;224;BELLES-LETTRES;Romans et Contes;Français;Quarante ans d'absence.;F. Dupuis;;;;;7;;168;;in-12;;;;;3,0;;;;;;;;;;;;;Pinard;Paris;Paris;Abel Ledoux;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1884;212;BELLES-LETTRES;Poétique et Poésie;Français;Le retour du printems.;M. Rolland;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;;;;;;;;;;;;;;;;;;;Douze stances de quatre vers de dix syllabes.;;;
1833/04/06;14;1833;1887;209;BELLES-LETTRES;Poétique et Poésie;Français;Le saint-simonisme déconcerté. Dialogue poétique entre le révérend père supérieur des saints-simoniens et maître Jean, philosophe montagnard.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Peletingeas;Bordeaux;;;;;;;;;;;;;;;;;;;En vers alexandrins.;;;
1833/04/06;14;1833;1889;213;BELLES-LETTRES;Poétique et Poésie;Français;Le Salpêtre républicain (et Suite à la chanson du Salpêtre. La Chute des trônes).;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;Trois chansons connues depuis trente-neuf ou quarante ans.;;;
1833/04/06;14;1833;1892;216;BELLES-LETTRES;Poétique et Poésie;Français;Troisième philippique. Aux ministres.;N. Parfait;;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris, Palais-Royal;;Paris, rue St-Méry, hôtel Jabach;chez l'auteur;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1903;222;BELLES-LETTRES;Théâtre;Français;Le bossu. Drame en cinq actes : avec l'explication des entrées et sorties, des positions relatives des acteurs, et toute la mise en scène, d'après les représentations les plus récentes sur les théâtres royaux de Londres.;James Sheridan Knowles, auteur de Virginia;;Métiers du livre;;;4 1/2;;162;;in-18;;;;;1,50;;;;;;;;;;;;;Fain;Paris;Paris;Lance;;;;;;;;;;;;;;;;;Numéro 6 de Glashin and Robertson's English theatre.;;;
1833/04/06;14;1833;1905;222;BELLES-LETTRES;Théâtre;Français;Napoleon's triumph.;M. Maestro;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Bellemain;Paris;;;;;;;;;;;;;;;;;;;Programme.;;;
1833/04/06;14;1833;1907;228;BELLES-LETTRES;Philologie, Critique, Mélanges;"Français;Grec";Lucien. Le Songe, ou le Coq : grec-français en regard, avec analyse et notes. Nouvelle édition, revue et corrigée, par M. E. Gernez.;Lucien;;;;M. E. Gernez;2 5/12;;58;;in-12;;;;;2;;;;;;;;;;;;;Aug. Delalain;Paris;Paris, rue des Mathurins;Aug. Delalain;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1908;228;BELLES-LETTRES;Philologie, Critique, Mélanges;"Français;Grec";Le songe, ou le Coq de Lucien, expliqué en français suivant la méthode des colléges par deux traductions, l'une littérale et interlinéaire, avec la construction du grec dans l'ordre naturel des idées, l'autre conforme au génie de la langue française, précédée du texte pur et accompagnée de notes explicatives, d'après les principes de MM. de Port-Royal, Dumarsais, Beauzée et des plus grands maîtres. Par M. E. Geruzez.;Lucien;;;M. E. Geruzez;M. E. Geruzez;5 5/12;;130;;in-12;;;;;3,75;;;;;;;;;;;;;Aug. Delalain;Paris;Paris, rue des Mathurins-Saint-Jacques;Aug. Delalain;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1909;"231;217";BELLES-LETTRES;Théâtre;Latin;L. Annæi Senecæ pars tertia, sive opera tragica quæ ad parisinos codices nondum collatos recensuit novisque commentariis illustravit, cum indice peculiari studiosa professorum societas in academiâ parisiensi. Volumen tertium.;Sénèque le Tragique;Pseudonyme collectif;"Enseignement;Contexte géographique";;professorum societas in academiâ parisiensi;38;;608;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue des Quatre-Fils, au Marais, n. 16;;;;;;;;;;;;;;;;;;Tome CXXXIX faisant partie de la 71e livraison de la Bibliotheca classica latina.;;;
1833/04/06;14;1833;1910;"231;217";BELLES-LETTRES;Théâtre;Latin;M. Accii Plauti Comoediæ, cum selectis variorum notis et novis commentariis, curante J. Naudet. Volumen tertium.;Plaute;;;;J. Naudet;40 5/8;;650;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue des Quatre-Fils, n. 16;;;;;;;;;;;;;;;;;;CXLe volume faisant partie de la 71e livraison de la Bibliotheca classica latina. Ce volume contient : Poenulus, Pseudolus, Rudens, Stichus, Trinumus, Truculentus, et les Fragmenta.;;;
1833/04/13;15;1833;1915;211;BELLES-LETTRES;Poétique et Poésie;Polonais;Uwaga o uzy ciu najkorzystniejs zem crazu w. emigracji, etc.;Jednego z Poslow;Pseudonyme masculin;Politique;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;;;;;;;;;;;;;;;;;;;;"""Przez Jednego z Poslow"" semble vouloir dire ""par l'un des députés"" (JBM).";;
1833/04/13;15;1833;1919;221;BELLES-LETTRES;Théâtre;Français;Album du Gymnase enfantin.;;Anonyme;;;;0 1/2;;4;;in-4°;;;;;;;;;;;;;;;;;;Petit;Paris;;;;;;;;;;;;;;;;;;;Le Gymnase enfantin est galerie de l'Opéra, passage du Baromètre.;;;
1833/04/13;15;1833;1920;205;BELLES-LETTRES;Introduction et Langues;Français;Analyse grammaticale simplifiée et raisonnée. (Première partie de la grammaire.) Cours théorique et pratique, avec de nombreux exemples tirés de nos meilleurs auteurs.;Mme Charrier, née C. Boblet;Nom féminin;"Épouse;Liens familiaux";;;8;;288;;in-18;;;;;;;;;;;;;;;;;;Ad. Leclère;Paris;Paris, rue St-André-des-Arts, n. 60;chez l'auteur;Paris;Hachette;Paris, rue Pavée-St-André, n. 17;Mmes Boblet;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1928;209;BELLES-LETTRES;Poétique et Poésie;Français;Aux compagnons de la femme. Chant. Paroles de Vinçard.;Vinçard;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Perret;Lyon;;;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1930;205;BELLES-LETTRES;Introduction et Langues;Français;Bibliothèque populaire, ou l'Instruction mise à la portée de toutes les classes et de toutes les intelligences. Dictionnaire français, rédigé, d'après l'orthographe de l'académie, par J. Chenu, sous les auspices de M. E. de Jouy. (A-CAT.);J. Chenu;;;;M. E. de Jouy;3;;108;;in-18;;;;;0,30;;;;;;;;;;;;;Demonville;Paris;Paris, rue St-André-des-Arts;;;;;;;;;;;;;;;;;;N. 33 de la collection.;;;
1833/04/13;15;1833;1931;205;BELLES-LETTRES;Introduction et Langues;Français;"Bibliothèque populaire, ou l'Instruction mise à la portée de toutes les classes et de toutes les intelligences. Prosateurs français vivans; fragmens extraits des ouvrages de MM. Ampère, Ballanche, etc.";"prosateurs français vivants;M. Ampère;M. Ballanche;etc.";"Compilation;Pseudonyme collectif";Contexte générique;;;3 1/9;;112;;in-18;;;;;0,30;;;;;;;;;;;;;Demonville;Paris;Paris, rue St-André-des-Arts, n. 30;;;;;;;;;;;;;;;;;;N. 35 de la collection.;;;
1833/04/13;15;1833;1934;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Calembours de M. Eau-de-Riz, jeux de mots, pointes, niaiseries, débités par ce célèbre acteur et par MM. Potier, Brunet, Vernet, etc., sur les principaux théâtres de Paris; augmentés d'anecdotes, de charades, d'énigmes, de chansons. Publié par un petit-fils du marquis de Bièvre.";"M. Eau-de-Riz;M. Potier;M. Brunet;M. Vernet;M. etc";"Compilation;Pseudonyme masculin;Pseudonyme";"Liens familiaux;Noblesse";;un petit-fils du marquis de Bièvre;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, rue de Grenelle-St-Honoré, n. 29;;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1940;224;BELLES-LETTRES;Romans et Contes;Français;Coups de pinceaux.;O. Charlet;;;;;20 3/4;;332;;in-8°;;une lithographie;1;;7,50;;;;;;;;;;;;;Dupuy;Paris;Paris, quai des Augustins, n. 59;Mme veuve Charles-Béchet;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1941;224;BELLES-LETTRES;Romans et Contes;Français;Cynodie.;Mme A. Dupin;Nom féminin;Épouse;;;54 3/4;;876;2;in-8°;;;;;15,0;;;;;;;;;;;;;Cosson;Paris;Paris, rue du Bac, n. 104;Urbain Canel;Paris, place du Louvre, n. 18;Guyot;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1956;219;BELLES-LETTRES;Théâtre;Français;"Etienne et Robert. Drame populaire en un acte, mêlé de couplets; représenté sur le théâtre des Variétés le 11 mars 1833.";"M. Deslandes;M. Didier";"Collectif;Pseudonyme masculin";;;;2 1/4;;36;;in-8°;;;;;1,50;;;;;;;;;;;;;David;Paris;Paris;Barba;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1957;224;BELLES-LETTRES;Romans et Contes;Français;Evélina, ou les Aventures d'une jeune Anglaise.;M. R. M.;Anonyme;;;;6;;216;2;in-18;;une gravure;1;;;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue Gît-le-Cœur, n. 7;Chassaignon;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1960;204;BELLES-LETTRES;Introduction et Langues;Français;Formation des tems des verbes.;A. J. Delage;;;;;0 1/4;;2;;in-4°;;;;;;;;;;;;;;;;;;Vanackère fils;Lille;Lille;Vanackère fils;;;;;;;;;;;;;;;;;Par A. J. Delage : se distribue.;;;
1833/04/13;15;1833;1975;229;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Leçons françaises de littérature et de morale, ou Recueil, en prose et en vers, des plus beaux morceaux de notre langue dans la littérature des deux derniers siècles, avec des préceptes de genre, et des modèles d'exercice. Par La Harpe, Marmontel, Maury, Le Batteux, etc. Ouvrage classique, adopté par l'université royale de France. Par M. Noël et M. De La Place. Vingtième édition.;"La Harpe;Marmontel;Maury;Le Batteux;etc.";"Collectif;Compilation";;;"M. Noël;M. De La Place";94;;1504;2;in-8°;;;;;;;;;;;;;;;;;;le Normant;Paris;Paris, rue de Seine, n. 8;Mme veuve le Normant;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1978;211;BELLES-LETTRES;Poétique et Poésie;Français;Liberté de la presse en 1833.;J. F. Destigny, de Caen;;Contexte géographique;;;1;;8;;in-4°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris;Paulin;Paris;Ledoyen;Paris, passage du Saumon, maison n. VI;chez l'auteur;;;;;;;;;;;;;En vers alexandrins.;;;
1833/04/13;15;1833;1993;226;BELLES-LETTRES;Romans et Contes;Français;"Les nouvelles soirées d'Aarau. Par Henry Zschokke, précédées des Mémoires sur sa vie écrits par lui-même, et suivies de Jacques, ou les Montagnards de la Savoie, par Gottlieb Wolk; traduites de l'allemand par J. Cherbuliez.";"Henry Zschokke;Gottlieb Wolk";Compilation;;J. Cherbuliez;;48;;1152;5;in-12;;;;;12,0;;;;;;;;;;;;;Fournier;Paris;Paris, rue St-Germain-des-Prés, n. 9;Ch. Gosselin;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;1996;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de J.-J. Rousseau. Nouvelle édition avec les notes historiques et critiques de tous les commentateurs. (Tome XII) Confessions, tome II. (Tomes XVI et XVII) Correspondance, tomes III et IV.;J.-J. Rousseau;Pseudonyme collectif;;;tous les commentateurs;77 1/4;;1236;3;in-8°;;;;;2,25;;;;;;;;;;;;;Doyen;Paris;Paris, rue Taranne, n. 14;Armand Aubrée;;;;;;;;;;;;;;;;;Prix de chaque volume: 2-25. 15, 16, et 17e livraisons.;;;
1833/04/13;15;1833;1997;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de M. le vicomte de Châteaubriand, membre de l'académie française. Tome XI. Génie du christianisme, tome Ier.;M. le vicomte de Châteaubriand, membre de l'académie française;;"Noblesse;Contexte géographique;Sociétés savantes";;;28 1/4;;452;;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris;Pourrat frères;Paris;Furne;;;;;;;;;;;;;;;Prix de chaque volume : 3-50. Au dos de la couverture on lit : 2e édition, 4e livraison.;;;
1833/04/13;15;1833;1999;209;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres de Delille, précédées d'une Notice sur sa vie et ses ouvrages par P. F. Tissot. Tome IX. Les trois Règnes.;Delille;;;;P. F. Tissot;21 1/4;;340;;in-8°;;;;;2,50;;;;;;;;;;;;;Lachevardière;Paris;Paris, quai des Augustins;Furne;;;;;;;;;;;;;;;;;Huitième livraison. L'édition aura 10 volumes. On en promet un les 1er et 15 de chaque mois. Il y aura 3 livraisons de planches : prix de chaque livraison : 2-0.;;;
1833/04/13;15;1833;2001;229;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Paris, ou le Livre des cent-et-un. Tome XI.;;Anonyme;;;;25;;400;;in-8°;;;;;8,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de Chaubannais, n. 2;Ladvocat;;;;;;;;;;;;;;;;;Ce volume contient 19 articles. L'ouvrage avait été annoncé en 10 volumes. Les deux premiers avaient seulement pour titre : Le Livre des cent-et-un.;;;
1833/04/13;15;1833;2007;213;BELLES-LETTRES;Poétique et Poésie;Français;Plantation de l'arbre de la liberté. Les rois de France.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;Chansons.;;;
1833/04/13;15;1833;2010;213;BELLES-LETTRES;Poétique et Poésie;Français;Profession de foi d'un membre de la société des Droits de l'homme. Chanson républicaine. La Trinité des républicains.;un membre de la société des Droits de l'homme;Pseudonyme;Opinion politique;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;Trois pièces de vers.;;;
1833/04/13;15;1833;2015;218;BELLES-LETTRES;Théâtre;Français;Répertoire du Gymnase-Dramatique. Les Malheurs d'un amant heureux. Comédie-vaudeville en deux actes.;M. Scribe;;;;;2 1/2;;160;;grand in-32;;;;;1;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris, rue du Temple, n. 56;Pollet;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;2023;224;BELLES-LETTRES;Romans et Contes;Français;Un bon enfant.;Paul de Kock;;;;;47 1/2;;760;2;in-8°;;;;;15,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Mazarine, n. 34;Gustave Barba;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;2025;208;BELLES-LETTRES;Poétique et Poésie;Français;Les Vaux de Vire édités et inédits d'Olivier Basselin et de Jean Lehoux, poètes virois, avec un discours préliminaire, choix de notes et variantes des précédens éditeurs, notes nouvelles et glossaire, publiés par Julien Travers, membre de la société des Antiquaires de Normandie.;"Olivier Basselin, poète virois;Jean Lehoux, poète virois";Compilation;"Sociétés savantes;Contexte géographique;Métiers du livre";;Julien Travers, membre de la société des Antiquaires de Normandie;7;;252;;in-18;;;;;3,0;;;;;;;;;;;;;Tostain;Avranches;Paris;Lance;;;;;;;;;;;;;;;;;Les Vaux de Vire inédits de Jean Lehoux sont au nombre de quarante-et-un.;;;
1833/04/13;15;1833;2026;224;BELLES-LETTRES;Romans et Contes;Français;La vie d'un soldat.;A. G. Raban;;;;;39 1/2;;948;4;in-12;;;;;12,0;;;;;;;;;;;;;Mme veuve Poussin;Paris;Paris, quai des Augustins, n. 49;Lecointe et Pougin;Paris;Corbet;Paris;Pigoreau;Paris;Masson et Yonnet;;;;;;;;;;;;;;
1833/04/13;15;1833;2037;228;BELLES-LETTRES;Romans et Contes;"Français;Anglais";"Le conteur amusant. Choix de petites histoires et d'anecdotes. Par J. Stephens (avec l'accent syllabique anglais); contenant 1° une traduction interlinéaire et analytique; 2° une traduction selon le génie de la langue française.";J. Stephens;;;;;6;;216;;in-18;;;;;2,0;;;;;;;;;;;;;Casimir;Paris;Paris, boulevart des Italiens, n. 18;Truchy;;;;;;;;;;;;;;;;;;;;
1833/04/13;15;1833;2040;228;BELLES-LETTRES;Philologie, Critique, Mélanges;"Grec;Latin";Anecdota Græca è codicibus regiis descripsit, annotatione illustravit J. F. Boissonade. Vol. V.;;Compilation;;;J. F. Boissonade;32;;512;;in-8°;;;;;;;;;;;;;;;;;;Imp. royale;Paris;Paris;Levrault;Strasbourg;Levrault;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2048;204;BELLES-LETTRES;Introduction et Langues;Français;Abrégé de la grammaire française, etc. Douzième édition.;"M. Noël;M. Chapsal";Collectif;;;;3 5/6;;92;;in-12;;;;;0,90;;;;;;;;;;;;;Eberhart;Paris;Paris, quai Conti, n. 13;Maire-Nyon;Paris, rue Hautefeuille, n. 10 bis;Roret;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2050;220;BELLES-LETTRES;Théâtre;Français;"L'allée des veuves, ou la Justice en 1773. Mélodrame en trois actes et six tableaux. Par R. C. Guilbert de Pixerécourt, musique de M. A. Piccini ; représenté sur le théâtre de la Gaîté le 16 mars 1833.";R. C. Guilbert de Pixerécourt;;;;M. A. Piccini;5;;80;;in-8°;;;;;2;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue du Temple, n. 5;Hardy;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2052;227;BELLES-LETTRES;Romans et Contes;Français;Angélique, ou l'Anneau nuptial. Nouvelle polonaise. Épisode de la dernière révolution, publiée par Adolphe, comte de Krosnowski.;Adolphe, comte de Krosnowski;;Noblesse;;;9 1/2;;228;;in-12;;;;;4,0;;;;;;;;;;;;;Everat;Paris;Paris, Palais-Royal;Charpentier;;;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2055;214;BELLES-LETTRES;Poétique et Poésie;Français;Assises du Rhône. Audience du 25 mars 1833. Plaidoyer de L. A. Berthaud, accusé d'offenses à la personne du roi.;L. A. Berthaud, accusé d'offenses à la personne du roi;;Justice;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Ayné;Lyon;;;;;;;;;;;;;;;;;;;En vers.;;;
1833/04/20;16;1833;2058;218;BELLES-LETTRES;Théâtre;Français;Au roi, en son conseil d'État. Mémoire pour les actionnaires-propriétaires de la salle Ventadour.;;Anonyme;;;;3;;24;;in-4°;;;;;;;;;;;;;;;;;;Pihan Delaforest (M.);Paris;;;;;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2059;210;BELLES-LETTRES;Poétique et Poésie;Français;Auguste Rigaud. Fables, contes et poésies diverses. Nouvelle édition, considérablement augmentée.;Auguste Rigaud;;;;;18 1/6;;654;2;in-18;;;;;5,0;;;;;;;;;;;;;Goujon;St-Germain;Paris, Palais-Royal;Ledoyen;;;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2060;224;BELLES-LETTRES;Romans et Contes;Français;La caserne. Moeurs militaires.;"Léon Vidal;J. Delmart";Collectif;;;;26 1/2;;424;;in-8°;;;;;7,50;;;;;;;;;;;;;Barbier;Paris;Paris, quai des Augustins, n. 59;Mme veuve Charles-Béchet;;;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2063;213;BELLES-LETTRES;Poétique et Poésie;Français;Collection de costumes, armes et meubles, pour servir à l'Histoire de France, depuis le commencement de la monarchie jusqu'à nos jours. LIIe livraison.;M. le comte Horace de Viel-Castel;;Noblesse;;;0 1/2;;4;;in-4°;;5 pl.;5;;12,0;;;;;;;;;;;;;Paul Renouard;Paris;Paris, rue du Bac, n. 71;chez l'auteur;;;;;;;;;;;;;;;;;Prix de chaque livraison : 12-0. L'ouvrage aura 60 livraisons qui formeront trois volumes.;;;
1833/04/20;16;1833;2069;233;BELLES-LETTRES;Epistolaires;Français;Correspondance d'Orient. 1830-1831. Tome Ier.;"M. Michaud, de l'académie française;M. Poujoulat";Collectif;"Sociétés savantes;Contexte géographique";;;29 3/4;;476;;in-8°;;;;;7,50;;;;;;;;;;;;;Ducessois;Paris;Paris, quai des Augustins, n. 15;Ducollet;;;;;;;;;;;;;;;;;Cette correspondance aura 6 volumes.;;;
1833/04/20;16;1833;2082;206;BELLES-LETTRES;Introduction et Langues;Français;Dictionnaire espagnol-français et français-espagnol, plus complet que tous ceux qui ont été publiés jusqu'à ce jour, sans excepter celui de Capmany. Septième édition, revue, corrigée, augmentée et collationnée par l'auteur sur les deux dernières éditions de l'académie espagnole.;M. Nunez de Taboada;;;;;148 1/4;;2372;2;in-8°;;;;;24,0;;;;;;;;;;;;;Renouard;Paris;Paris, quai des Augustins, n. 55;Rey et Gravier;;;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2083;228;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Dictionnaire philosophique. Tome IV. (AV-CAU.);Voltaire;Pseudonyme;;;;7;;252;;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Prix de chaque volume : 0-65. Livraisons 202 bis et 203 bis de la Bibliothèque des amis des lettres.;;;
1833/04/20;16;1833;2083;228;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Dictionnaire philosophique. Tome IV. (CEL-COU.);Voltaire;Pseudonyme;;;;6 8/9;;248;;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Prix de chaque volume : 0-65. Livraisons 202 bis et 203 bis de la Bibliothèque des amis des lettres.;;;
1833/04/20;16;1833;2091;204;BELLES-LETTRES;Introduction et Langues;Français;Enseignement mutuel et enseignement simultané. Tableaux de grammaire.;"M. Meissas;M. Michelot;M. Picard";Collectif;;;;15 1/2;;62;;in-folio;;;;;2,50;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Pierre-Sarrazin, n. 12;L. Hachette;Paris;F. Didot;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2092;224;BELLES-LETTRES;Romans et Contes;Français;Entre onze heures et minuit. I. Devant la cheminée.;E. M. de Saint-Hilaire;;;;;22 3/4;;364;;in-8°;;une vignette;1;;;;;;;;;;;;;;;Everat;Paris;Paris, rue des Grands Augustins, n. 21;Hippolyte Souverain;;;;;;;;;;;;;;;;;Prix : 15-0.;;;
1833/04/20;16;1833;2092;224;BELLES-LETTRES;Romans et Contes;Français;Entre onze heures et minuit. II. Un Coin du salon.;Alphonse Brot;;;;;24 1/2;;392;;in-8°;;une vignette;1;;;;;;;;;;;;;;;Everat;Paris;Paris, rue des Grands Augustins, n. 21;Hippolyte Souverain;;;;;;;;;;;;;;;;;Prix : 15-0.;;;
1833/04/20;16;1833;2098;203;BELLES-LETTRES;Introduction et Langues;Latin;Guide pour l'explication de l'Epitome historiæ sacræ.;J. L. H. Roche;;;;;2 1/4;;54;;in-12;;;;;;;;;;;;;;;;;;Sens;Toulouse;;;;;;;;;;;;;;;;;;;;;;
1833/04/20;16;1833;2109;205;BELLES-LETTRES;Introduction et Langues;Français;"Leçons d'analyse grammaticale, contenant : 1° des préceptes sur l'art d'analyser; 2° des exercices et des sujets d'analyse grammaticale gradués et calqués sur les préceptes, etc. Huitième édition.";"M. Noël;M. Chapsal";Collectif;;;;9 3/4;;234;;in-12;;;;;1,80;;;;;;;;;;;;;Eberhart;Paris;Paris, quai Conti, n. 13;Maire-Nyon;Paris;Roret;Paris;Delalain;;;;;;;;;;;;;;;;
